"Id","QLink","QuestionStatus","label_question_phase","label_question_phase_2nd","label_background_type","label_background_type_2nd"
42553650,"https://stackoverflow.com/questions/42553650","no-accepted-answer","MF","MF","ML","ML DOC"
42778274,"https://stackoverflow.com/questions/42778274","accepted","MF","MF","DOC","DOC"
42966393,"https://stackoverflow.com/questions/42966393","no-accepted-answer","ME","ME","ML","ML"
42998307,"https://stackoverflow.com/questions/42998307","no-accepted-answer","ME","ME","ML","ML"
43111875,"https://stackoverflow.com/questions/43111875","no-accepted-answer","others","others","DOC","DOC"
43115964,"https://stackoverflow.com/questions/43115964","no-accepted-answer","ME","ME","ML","ML"
43268065,"https://stackoverflow.com/questions/43268065","accepted","PD","PD","DOC","DOC"
43277889,"https://stackoverflow.com/questions/43277889","no-accepted-answer","MD","MD","DOC","DOC"
43290562,"https://stackoverflow.com/questions/43290562","no-accepted-answer","MD","MD","DOC","DOC"
43324357,"https://stackoverflow.com/questions/43324357","no-accepted-answer","MD","MD","DOC","DOC"
43339366,"https://stackoverflow.com/questions/43339366","no-accepted-answer","ME","ME","ML","ML"
43993276,"https://stackoverflow.com/questions/43993276","accepted","MT","MT","DOC","DOC"
44014551,"https://stackoverflow.com/questions/44014551","no-accepted-answer","MD","MD","ML","DOC"
44256908,"https://stackoverflow.com/questions/44256908","no-accepted-answer","DP","ME","ML","DOC"
44283166,"https://stackoverflow.com/questions/44283166","accepted","MT","MT","ML","ML"
44322543,"https://stackoverflow.com/questions/44322543","accepted","DP","DP","ML","ML"
44353559,"https://stackoverflow.com/questions/44353559","no-accepted-answer","MT","MT","ML","ML"
44361612,"https://stackoverflow.com/questions/44361612","accepted","MT","MT","DOC","DOC"
44365189,"https://stackoverflow.com/questions/44365189","accepted","PD","PD","DOC","DOC"
44481060,"https://stackoverflow.com/questions/44481060","no-accepted-answer","MT","MT","DOC","DOC"
44512126,"https://stackoverflow.com/questions/44512126","accepted","ME","ME","ML","ML"
45328839,"https://stackoverflow.com/questions/45328839","no-accepted-answer","MT","MT","ML","ML"
45427620,"https://stackoverflow.com/questions/45427620","no-accepted-answer","MT","MT","ML","ML"
45477168,"https://stackoverflow.com/questions/45477168","no-accepted-answer","MF","MF","DOC","DOC"
45519402,"https://stackoverflow.com/questions/45519402","no-accepted-answer","MF","MF","DOC","DOC"
45594399,"https://stackoverflow.com/questions/45594399","no-accepted-answer","MF","MF","ML","ML"
46047376,"https://stackoverflow.com/questions/46047376","no-accepted-answer","DP","DP","DOC","DOC"
46280783,"https://stackoverflow.com/questions/46280783","no-accepted-answer","DP","DP","DOC","DOC"
41675772,"https://stackoverflow.com/questions/41675772","accepted","MD","MD","ML","ML"
41778632,"https://stackoverflow.com/questions/41778632","accepted","DP","DP","ML","ML"
42066661,"https://stackoverflow.com/questions/42066661","no-accepted-answer","MF","others","ML","ML"
42172489,"https://stackoverflow.com/questions/42172489","accepted","MD","MD","ML","ML"
43092454,"https://stackoverflow.com/questions/43092454","accepted","MD","MD","ML","ML"
43117869,"https://stackoverflow.com/questions/43117869","accepted","DP","DP","ML","ML"
43302199,"https://stackoverflow.com/questions/43302199","no-accepted-answer","MD","MD","ML","ML"
43369714,"https://stackoverflow.com/questions/43369714","accepted","MD","MD","ML","ML"
43371117,"https://stackoverflow.com/questions/43371117","accepted","MD","MD","ML","ML"
48014729,"https://stackoverflow.com/questions/48014729","no-accepted-answer","MT","MT","ML","ML"
38246725,"https://stackoverflow.com/questions/38246725","accepted","MD","MD","ML","ML"
44703333,"https://stackoverflow.com/questions/44703333","accepted","DP","DP","ML","ML"
44788133,"https://stackoverflow.com/questions/44788133","accepted","DP","DP","ML","ML"
44934230,"https://stackoverflow.com/questions/44934230","accepted","ME","ME","DOC","DOC"
44951240,"https://stackoverflow.com/questions/44951240","accepted","MD","MD","DOC","DOC"
44974203,"https://stackoverflow.com/questions/44974203","accepted","MD","MD","DOC","DOC"
44975922,"https://stackoverflow.com/questions/44975922","accepted","MD","MD","DOC","DOC"
45194954,"https://stackoverflow.com/questions/45194954","accepted","MF","MF","DOC","DOC"
48287080,"https://stackoverflow.com/questions/48287080","no-accepted-answer","DP","DP","DOC","DOC"
48511018,"https://stackoverflow.com/questions/48511018","no-accepted-answer","MT","MT","DOC","DOC"
49699739,"https://stackoverflow.com/questions/49699739","accepted","ME","ME","ML","ML"
31304386,"https://stackoverflow.com/questions/31304386","no-accepted-answer","ME","ME","ML","ML"
38641104,"https://stackoverflow.com/questions/38641104","accepted","MD","MD","ML","ML"
38705166,"https://stackoverflow.com/questions/38705166","no-accepted-answer","MT","MT","ML","ML"
38837519,"https://stackoverflow.com/questions/38837519","no-accepted-answer","DP","DP","DOC","DOC"
39292076,"https://stackoverflow.com/questions/39292076","no-accepted-answer","DP","DP","DOC","DOC"
40264622,"https://stackoverflow.com/questions/40264622","no-accepted-answer","DP","DP","DOC","DOC"
40281849,"https://stackoverflow.com/questions/40281849","no-accepted-answer","DP","DP","DOC","DOC"
45554590,"https://stackoverflow.com/questions/45554590","no-accepted-answer","MD","MD","ML","ML"
48349536,"https://stackoverflow.com/questions/48349536","no-accepted-answer","DP","DP","DOC","DOC"
48910253,"https://stackoverflow.com/questions/48910253","no-accepted-answer","DP","DP","DOC","DOC"
49178891,"https://stackoverflow.com/questions/49178891","accepted","DP","DP","ML","ML"
49195219,"https://stackoverflow.com/questions/49195219","no-accepted-answer","DP","DP","ML","ML"
49493444,"https://stackoverflow.com/questions/49493444","accepted","DP","DP","DOC","DOC"
46698796,"https://stackoverflow.com/questions/46698796","no-accepted-answer","MD","MD","ML","ML"
47744335,"https://stackoverflow.com/questions/47744335","no-accepted-answer","MT","MT","ML","DOC"
48451225,"https://stackoverflow.com/questions/48451225","no-accepted-answer","ME","MD","DOC","DOC"
48720197,"https://stackoverflow.com/questions/48720197","no-accepted-answer","MD","MD","DOC","DOC"
48732563,"https://stackoverflow.com/questions/48732563","accepted","MD","MD","ML","ML"
48751402,"https://stackoverflow.com/questions/48751402","no-accepted-answer","ME","ME","ML","ML"
48771961,"https://stackoverflow.com/questions/48771961","accepted","MD","MD","ML","ML"
44297731,"https://stackoverflow.com/questions/44297731","no-accepted-answer","MD","MD","DOC","DOC"
44730729,"https://stackoverflow.com/questions/44730729","no-accepted-answer","MT","MT","DOC","DOC"
44857282,"https://stackoverflow.com/questions/44857282","no-accepted-answer","MF","MF","DOC","DOC"
44962286,"https://stackoverflow.com/questions/44962286","no-accepted-answer","DP","DP","ML","ML"
45610796,"https://stackoverflow.com/questions/45610796","no-accepted-answer","PD","PD","ML","ML"
47578414,"https://stackoverflow.com/questions/47578414","no-accepted-answer","DP","DP","ML","ML"
48862451,"https://stackoverflow.com/questions/48862451","no-accepted-answer","MD","MD","ML","ML"
49496403,"https://stackoverflow.com/questions/49496403","no-accepted-answer","DP","DP","ML","ML"
26195156,"https://stackoverflow.com/questions/26195156","no-accepted-answer","DP","DP","DOC","DOC"
33763428,"https://stackoverflow.com/questions/33763428","no-accepted-answer","DP","DP","ML","ML"
34864084,"https://stackoverflow.com/questions/34864084","no-accepted-answer","PD","PD","ML","ML"
35399715,"https://stackoverflow.com/questions/35399715","accepted","DP","DP","ML","ML"
35425479,"https://stackoverflow.com/questions/35425479","no-accepted-answer","MD","MD","ML","ML"
35932825,"https://stackoverflow.com/questions/35932825","accepted","DP","DP","ML","ML"
37065306,"https://stackoverflow.com/questions/37065306","no-accepted-answer","MD","MD","ML","ML"
47625766,"https://stackoverflow.com/questions/47625766","no-accepted-answer","MT","MT","ML","ML"
49314440,"https://stackoverflow.com/questions/49314440","accepted","MT","MT","DOC","DOC"
50537651,"https://stackoverflow.com/questions/50537651","no-accepted-answer","MT","MT","DOC","DOC"
44594249,"https://stackoverflow.com/questions/44594249","accepted","DP","DP","DOC","DOC"
44596270,"https://stackoverflow.com/questions/44596270","no-accepted-answer","PD","PD","DOC","DOC"
44853509,"https://stackoverflow.com/questions/44853509","accepted","DP","DP","DOC","DOC"
44892218,"https://stackoverflow.com/questions/44892218","accepted","DP","DP","DOC","DOC"
45122703,"https://stackoverflow.com/questions/45122703","accepted","ME","ME","ML","ML"
46026264,"https://stackoverflow.com/questions/46026264","no-accepted-answer","MD","MD","DOC","DOC"
46257103,"https://stackoverflow.com/questions/46257103","no-accepted-answer","DP","DP","DOC","DOC"
46265536,"https://stackoverflow.com/questions/46265536","no-accepted-answer","DP","DP","DOC","DOC"
46269795,"https://stackoverflow.com/questions/46269795","accepted","DP","DP","DOC","DOC"
48101897,"https://stackoverflow.com/questions/48101897","accepted","DP","DP","DOC","DOC"
48121950,"https://stackoverflow.com/questions/48121950","accepted","DP","DP","DOC","DOC"
50260495,"https://stackoverflow.com/questions/50260495","no-accepted-answer","MD","MD","DOC","DOC"
39099783,"https://stackoverflow.com/questions/39099783","no-accepted-answer","others","others","DOC","DOC"
40462524,"https://stackoverflow.com/questions/40462524","accepted","ME","ME","ML","ML"
40468983,"https://stackoverflow.com/questions/40468983","accepted","ME","ME","ML","ML"
40888514,"https://stackoverflow.com/questions/40888514","accepted","MD","MD","ML","ML"
44131741,"https://stackoverflow.com/questions/44131741","accepted","PD","PD","DOC","DOC"
15524077,"https://stackoverflow.com/questions/15524077","accepted","PD","PD","DOC","DOC"
24752655,"https://stackoverflow.com/questions/24752655","accepted","MD","MD","DOC","DOC"
25159498,"https://stackoverflow.com/questions/25159498","accepted","DP","DP","DOC","DOC"
27632440,"https://stackoverflow.com/questions/27632440","accepted","MD","MD","DOC","DOC"
32177764,"https://stackoverflow.com/questions/32177764","accepted","MF","MF","DOC","DOC"
34549743,"https://stackoverflow.com/questions/34549743","accepted","MD","MD","DOC","DOC"
36526959,"https://stackoverflow.com/questions/36526959","accepted","MD","MD","DOC","DOC"
40480827,"https://stackoverflow.com/questions/40480827","accepted","MF","MF","ML","ML"
40510706,"https://stackoverflow.com/questions/40510706","accepted","ME","ME","DOC","DOC"
41269570,"https://stackoverflow.com/questions/41269570","accepted","MF","MF","ML","ML"
41344168,"https://stackoverflow.com/questions/41344168","accepted","MD","MD","DOC","DOC"
41490526,"https://stackoverflow.com/questions/41490526","accepted","others","others","DOC","DOC"
41578532,"https://stackoverflow.com/questions/41578532","accepted","MD","MD","DOC","DOC"
41608242,"https://stackoverflow.com/questions/41608242","accepted","MD","MD","DOC","DOC"
45483604,"https://stackoverflow.com/questions/45483604","accepted","MD","MD","DOC","DOC"
48802603,"https://stackoverflow.com/questions/48802603","no-accepted-answer","MD","MD","DOC","DOC"
44181664,"https://stackoverflow.com/questions/44181664","accepted","DP","DP","DOC","DOC"
44356314,"https://stackoverflow.com/questions/44356314","no-accepted-answer","others","others","DOC","DOC"
44391042,"https://stackoverflow.com/questions/44391042","no-accepted-answer","MD","MD","DOC","DOC"
44409251,"https://stackoverflow.com/questions/44409251","accepted","MD","MD","DOC","DOC"
44411574,"https://stackoverflow.com/questions/44411574","accepted","MD","MD","DOC","DOC"
44452136,"https://stackoverflow.com/questions/44452136","accepted","others","others","DOC","DOC"
44497276,"https://stackoverflow.com/questions/44497276","no-accepted-answer","others","others","DOC","DOC"
44523060,"https://stackoverflow.com/questions/44523060","accepted","MD","MD","DOC","DOC"
44544766,"https://stackoverflow.com/questions/44544766","accepted","others","others","DOC","DOC"
45897578,"https://stackoverflow.com/questions/45897578","no-accepted-answer","MT","ME","ML","ML"
42955746,"https://stackoverflow.com/questions/42955746","accepted","MD","MD","DOC","DOC"
43003369,"https://stackoverflow.com/questions/43003369","accepted","MD","MD","DOC","DOC"
43087832,"https://stackoverflow.com/questions/43087832","no-accepted-answer","MD","MD","DOC","DOC"
43116803,"https://stackoverflow.com/questions/43116803","no-accepted-answer","DP","DP","ML","ML"
43179378,"https://stackoverflow.com/questions/43179378","accepted","MD","MD","DOC","DOC"
43201007,"https://stackoverflow.com/questions/43201007","no-accepted-answer","MT","MT","ML","ML"
43342433,"https://stackoverflow.com/questions/43342433","no-accepted-answer","MF","others","DOC","DOC"
43345925,"https://stackoverflow.com/questions/43345925","no-accepted-answer","MD","MD","ML","ML"
43394137,"https://stackoverflow.com/questions/43394137","no-accepted-answer","others","others","DOC","DOC"
43674830,"https://stackoverflow.com/questions/43674830","no-accepted-answer","others","others","DOC","DOC"
43679634,"https://stackoverflow.com/questions/43679634","no-accepted-answer","others","others","DOC","DOC"
43891262,"https://stackoverflow.com/questions/43891262","no-accepted-answer","MD","MD","ML","ML"
44109590,"https://stackoverflow.com/questions/44109590","no-accepted-answer","MD","MD","DOC","DOC"
44286759,"https://stackoverflow.com/questions/44286759","no-accepted-answer","DP","DP","DOC","DOC"
47746646,"https://stackoverflow.com/questions/47746646","no-accepted-answer","others","others","DOC","DOC"
47747228,"https://stackoverflow.com/questions/47747228","no-accepted-answer","MT","MT","ML","ML"
47747602,"https://stackoverflow.com/questions/47747602","no-accepted-answer","MT","MT","DOC","DOC"
47765595,"https://stackoverflow.com/questions/47765595","accepted","others","others","DOC","DOC"
47774994,"https://stackoverflow.com/questions/47774994","no-accepted-answer","others","others","DOC","DOC"
47806239,"https://stackoverflow.com/questions/47806239","no-accepted-answer","MD","MD","DOC","DOC"
47965256,"https://stackoverflow.com/questions/47965256","accepted","DP","DP","DOC","DOC"
47982521,"https://stackoverflow.com/questions/47982521","no-accepted-answer","MD","MD","DOC","DOC"
47985209,"https://stackoverflow.com/questions/47985209","no-accepted-answer","MF","MF","DOC","DOC"
47985308,"https://stackoverflow.com/questions/47985308","no-accepted-answer","PD","ME","DOC","DOC"
47986662,"https://stackoverflow.com/questions/47986662","no-accepted-answer","others","others","DOC","DOC"
47987202,"https://stackoverflow.com/questions/47987202","accepted","MF","MF","DOC","DOC"
48001598,"https://stackoverflow.com/questions/48001598","no-accepted-answer","MF","MF","DOC","DOC"
48356421,"https://stackoverflow.com/questions/48356421","accepted","PD","PD","ML","ML"
49247335,"https://stackoverflow.com/questions/49247335","no-accepted-answer","MD","MD","ML","ML"
49254875,"https://stackoverflow.com/questions/49254875","closed","MD","MD","DOC","DOC"
49268139,"https://stackoverflow.com/questions/49268139","no-accepted-answer","MF","others","DOC","DOC"
13210280,"https://stackoverflow.com/questions/13210280","no-accepted-answer","MD","MD","DOC","DOC"
13806033,"https://stackoverflow.com/questions/13806033","accepted","MD","MD","ML","ML"
13956435,"https://stackoverflow.com/questions/13956435","accepted","MT","MT","ML","ML"
15548731,"https://stackoverflow.com/questions/15548731","accepted","MT","MT","ML","ML"
15613332,"https://stackoverflow.com/questions/15613332","accepted","MT","MT","ML","ML"
17812754,"https://stackoverflow.com/questions/17812754","no-accepted-answer","ME","ME","ML","ML"
17831267,"https://stackoverflow.com/questions/17831267","no-accepted-answer","MT","MT","ML","ML"
19655674,"https://stackoverflow.com/questions/19655674","no-accepted-answer","ME","ME","ML","ML"
21984940,"https://stackoverflow.com/questions/21984940","accepted","MD","MD","ML","ML"
22712334,"https://stackoverflow.com/questions/22712334","accepted","MD","MD","ML","ML"
23934128,"https://stackoverflow.com/questions/23934128","accepted","others","others","DOC","DOC"
36075319,"https://stackoverflow.com/questions/36075319","accepted","DP","DP","DOC","DOC"
38341649,"https://stackoverflow.com/questions/38341649","accepted","DP","DP","DOC","DOC"
38487040,"https://stackoverflow.com/questions/38487040","no-accepted-answer","MD","MD","DOC","DOC"
38626435,"https://stackoverflow.com/questions/38626435","accepted","MD","MD","DOC","DOC"
38646328,"https://stackoverflow.com/questions/38646328","no-accepted-answer","DP","DP","DOC","DOC"
38648165,"https://stackoverflow.com/questions/38648165","no-accepted-answer","DP","DP","DOC","DOC"
38678371,"https://stackoverflow.com/questions/38678371","accepted","ME","ME","DOC","DOC"
38690186,"https://stackoverflow.com/questions/38690186","accepted","ME","ME","DOC","DOC"
38862694,"https://stackoverflow.com/questions/38862694","accepted","DP","DP","DOC","DOC"
38880654,"https://stackoverflow.com/questions/38880654","accepted","DP","DP","ML","ML"
38936766,"https://stackoverflow.com/questions/38936766","no-accepted-answer","MD","MD","DOC","DOC"
38982034,"https://stackoverflow.com/questions/38982034","no-accepted-answer","MD","MD","DOC","DOC"
40776495,"https://stackoverflow.com/questions/40776495","no-accepted-answer","MD","MD","DOC","DOC"
42579731,"https://stackoverflow.com/questions/42579731","accepted","ME","ME","ML","ML"
43432990,"https://stackoverflow.com/questions/43432990","no-accepted-answer","MT","MT","ML","ML"
42063223,"https://stackoverflow.com/questions/42063223","accepted","MF","MF","ML","ML"
42092508,"https://stackoverflow.com/questions/42063223","accepted","MF","MF","ML","ML"
42225143,"https://stackoverflow.com/questions/42225143","accepted","ME","ME","ML","ML"
42340552,"https://stackoverflow.com/questions/42340552","accepted","MT","MF","DOC","DOC"
42370946,"https://stackoverflow.com/questions/42370946","no-accepted-answer","ME","ME","ML","ML"
42768307,"https://stackoverflow.com/questions/42768307","accepted","ME","ME","ML","ML"
42794415,"https://stackoverflow.com/questions/42794415","no-accepted-answer","MT","MF","ML","ML"
45456112,"https://stackoverflow.com/questions/45456112","accepted","MD","MD","ML","ML"
45516542,"https://stackoverflow.com/questions/45516542","no-accepted-answer","ME","ME","ML","ML"
50390774,"https://stackoverflow.com/questions/50390774","no-accepted-answer","DP","others","ML","ML"
31868018,"https://stackoverflow.com/questions/31868018","no-accepted-answer","MF","MF","ML","ML"
33833818,"https://stackoverflow.com/questions/33833818","accepted","PD","PD","DOC","DOC"
36137636,"https://stackoverflow.com/questions/36137636","accepted","MD","MD","DOC","DOC"
36390767,"https://stackoverflow.com/questions/36390767","no-accepted-answer","others","others","DOC","DOC"
36403865,"https://stackoverflow.com/questions/36403865","no-accepted-answer","others","others","DOC","DOC"
36409874,"https://stackoverflow.com/questions/36409874","no-accepted-answer","others","others","DOC","DOC"
36484408,"https://stackoverflow.com/questions/36484408","accepted","MD","MD","DOC","DOC"
43233169,"https://stackoverflow.com/questions/43233169","accepted","DP","DP","DOC","DOC"
43237124,"https://stackoverflow.com/questions/43237124","accepted","DP","DP","DOC","DOC"
43728781,"https://stackoverflow.com/questions/43728781","accepted","MF","others","ML","ML"
43985082,"https://stackoverflow.com/questions/43985082","accepted","MT","MF","ML","ML"
44660178,"https://stackoverflow.com/questions/44660178","no-accepted-answer","MF","others","ML","ML"
41723117,"https://stackoverflow.com/questions/41723117","accepted","others","others","DOC","DOC"
42670274,"https://stackoverflow.com/questions/42670274","no-accepted-answer","MF","others","DOC","DOC"
42799453,"https://stackoverflow.com/questions/42799453","accepted","others","others","DOC","DOC"
42974627,"https://stackoverflow.com/questions/42974627","accepted","others","others","DOC","DOC"
43016476,"https://stackoverflow.com/questions/43016476","accepted","others","others","DOC","DOC"
43912141,"https://stackoverflow.com/questions/43912141","no-accepted-answer","MD","MD","DOC","DOC"
49835432,"https://stackoverflow.com/questions/49835432","accepted","ME","ME","ML","ML"
49841324,"https://stackoverflow.com/questions/49841324","accepted","MF","MF","DOC","DOC"
49863624,"https://stackoverflow.com/questions/49863624","no-accepted-answer","others","others","DOC","DOC"
49881096,"https://stackoverflow.com/questions/49881096","no-accepted-answer","MD","MD","DOC","DOC"
49889359,"https://stackoverflow.com/questions/49889359","accepted","MF","MF","DOC","DOC"
49538148,"https://stackoverflow.com/questions/49538148","accepted","DP","DP","DOC","DOC"
49735127,"https://stackoverflow.com/questions/49735127","accepted","DP","DP","ML","ML"
49780330,"https://stackoverflow.com/questions/49780330","accepted","DP","DP","DOC","DOC"
50101292,"https://stackoverflow.com/questions/50101292","no-accepted-answer","DP","DP","DOC","DOC"
50101984,"https://stackoverflow.com/questions/50101984","accepted","DP","DP","DOC","DOC"
50152572,"https://stackoverflow.com/questions/50152572","accepted","MD","DP","DOC","DOC"
50159148,"https://stackoverflow.com/questions/50159148","no-accepted-answer","DP","DP","DOC","DOC"
50414480,"https://stackoverflow.com/questions/50414480","no-accepted-answer","MD","DP","DOC","DOC"
50509741,"https://stackoverflow.com/questions/50509741","accepted","MD","MD","DOC","DOC"
50566040,"https://stackoverflow.com/questions/50566040","accepted","MD","ME","DOC","DOC"
45242891,"https://stackoverflow.com/questions/45242891","accepted","DP","DP","DOC","ML"
45291093,"https://stackoverflow.com/questions/45291093","accepted","MD","MD","DOC","DOC"
45332699,"https://stackoverflow.com/questions/45332699","accepted","MF","MF","DOC","DOC"
45380865,"https://stackoverflow.com/questions/45380865","accepted","MD","MD","DOC","DOC"
45492357,"https://stackoverflow.com/questions/45492357","accepted","MD","MD","DOC","DOC"
45512292,"https://stackoverflow.com/questions/45512292","no-accepted-answer","MT","MT","ML","ML"
45892583,"https://stackoverflow.com/questions/45892583","accepted","MD","MD","DOC","DOC"
45900653,"https://stackoverflow.com/questions/45900653","accepted","DP","MD","DOC","DOC"
45968117,"https://stackoverflow.com/questions/45968117","accepted","MT","MF","ML","ML"
46201109,"https://stackoverflow.com/questions/46201109","accepted","DP","MD","DOC","DOC"
45606685,"https://stackoverflow.com/questions/45606685","no-accepted-answer","MT","MF","ML","ML"
49062287,"https://stackoverflow.com/questions/49062287","no-accepted-answer","ME","ME","ML","ML"
49093426,"https://stackoverflow.com/questions/49093426","no-accepted-answer","MF","others","ML","ML"
50160937,"https://stackoverflow.com/questions/50160937","no-accepted-answer","MD","others","DOC","DOC"
50166813,"https://stackoverflow.com/questions/50166813","accepted","MT","MF","DOC","DOC"
50178749,"https://stackoverflow.com/questions/50178749","no-accepted-answer","MT","MF","DOC","ML DOC"
50325281,"https://stackoverflow.com/questions/50325281","accepted","MF","MF","ML","ML"
50482068,"https://stackoverflow.com/questions/50482068","no-accepted-answer","MT","MT","ML","ML"
50492870,"https://stackoverflow.com/questions/50492870","no-accepted-answer","MF","others","ML","ML"
50511168,"https://stackoverflow.com/questions/50511168","no-accepted-answer","MF","others","ML","ML"
40890768,"https://stackoverflow.com/questions/40890768","accepted","MD","MD","DOC","DOC"
40999698,"https://stackoverflow.com/questions/40999698","no-accepted-answer","MD","MD","DOC","DOC"
41128586,"https://stackoverflow.com/questions/41128586","no-accepted-answer","MD","MD","DOC","DOC"
42280894,"https://stackoverflow.com/questions/42280894","no-accepted-answer","MD","MD","DOC","DOC"
42633330,"https://stackoverflow.com/questions/42633330","no-accepted-answer","MD","MD","DOC","DOC"
42703410,"https://stackoverflow.com/questions/42703410","no-accepted-answer","DP","MD","ML","DOC"
42725140,"https://stackoverflow.com/questions/42725140","no-accepted-answer","MD","MD","DOC","DOC"
43741587,"https://stackoverflow.com/questions/43741587","no-accepted-answer","MD","MD","DOC","DOC"
48333200,"https://stackoverflow.com/questions/48333200","no-accepted-answer","MD","MD","DOC","DOC"
17228737,"https://stackoverflow.com/questions/17228737","accepted","MF","others","ML","ML"
17261174,"https://stackoverflow.com/questions/17261174","accepted","ME","others","ML","DOC"
22838403,"https://stackoverflow.com/questions/22838403","no-accepted-answer","MD","MD","DOC","DOC"
23201846,"https://stackoverflow.com/questions/23201846","no-accepted-answer","DP","MD","DOC","DOC"
27558067,"https://stackoverflow.com/questions/27558067","accepted","ME","MD","ML","DOC"
40710169,"https://stackoverflow.com/questions/40710169","accepted","MT","MT","DOC","ML"
43493193,"https://stackoverflow.com/questions/43493193","no-accepted-answer","MD","MD","DOC","DOC"
43498037,"https://stackoverflow.com/questions/43498037","accepted","MF","MF","ML","ML"
43504171,"https://stackoverflow.com/questions/43504171","accepted","MD","MD","DOC","DOC"
45303635,"https://stackoverflow.com/questions/45303635","accepted","MD","ME","DOC","DOC"
45689384,"https://stackoverflow.com/questions/45689384","no-accepted-answer","MD","MD","DOC","DOC"
45732826,"https://stackoverflow.com/questions/45732826","accepted","MD","MD","DOC","DOC"
45837547,"https://stackoverflow.com/questions/45837547","accepted","MF","MF","ML","ML DOC"
46278124,"https://stackoverflow.com/questions/46278124","accepted","MF","MF","ML","DOC"
49772344,"https://stackoverflow.com/questions/49772344","no-accepted-answer","DP","DP","DOC","DOC"
49775557,"https://stackoverflow.com/questions/49775557","no-accepted-answer","DP","MD","DOC","DOC"
49791122,"https://stackoverflow.com/questions/49791122","no-accepted-answer","PD","MD","DOC","DOC"
50004047,"https://stackoverflow.com/questions/50004047","no-accepted-answer","ME","ME","ML","DOC"
50207491,"https://stackoverflow.com/questions/50207491","no-accepted-answer","MD","DP","DOC","DOC"
50291916,"https://stackoverflow.com/questions/50291916","no-accepted-answer","ME","ME","DOC","ML DOC"
50618144,"https://stackoverflow.com/questions/50618144","no-accepted-answer","MD","MD","DOC","DOC"
17696797,"https://stackoverflow.com/questions/17696797","no-accepted-answer","MT","MF","DOC","DOC"
17943638,"https://stackoverflow.com/questions/17943638","no-accepted-answer","ME","ME","ML","DOC"
18165213,"https://stackoverflow.com/questions/18165213","no-accepted-answer","MT","MF","ML","ML DOC"
19312017,"https://stackoverflow.com/questions/19312017","accepted","MT","MF","ML","ML"
32781872,"https://stackoverflow.com/questions/32781872","no-accepted-answer","MD","MD","ML","DOC"
37213534,"https://stackoverflow.com/questions/37213534","no-accepted-answer","DP","DP","DOC","DOC"
37547360,"https://stackoverflow.com/questions/37547360","no-accepted-answer","DP","DP","DOC","DOC"
38078773,"https://stackoverflow.com/questions/38078773","duplicate","PD","DP","DOC","DOC"
47327707,"https://stackoverflow.com/questions/47327707","no-accepted-answer","MD","others","DOC","DOC"
47677106,"https://stackoverflow.com/questions/47677106","no-accepted-answer","DP","others","DOC","DOC"
37596333,"https://stackoverflow.com/questions/37596333","accepted","MD","MD","DOC","DOC"
37712509,"https://stackoverflow.com/questions/37712509","accepted","MD","MD","DOC","DOC"
37729746,"https://stackoverflow.com/questions/37729746","accepted","MD","MD","DOC","DOC"
37732196,"https://stackoverflow.com/questions/37732196","accepted","MD","MD","DOC","DOC"
37736071,"https://stackoverflow.com/questions/37736071","no-accepted-answer","MD","MD","DOC","DOC"
37885014,"https://stackoverflow.com/questions/37885014","no-accepted-answer","ME","ME","DOC","DOC"
38428726,"https://stackoverflow.com/questions/38428726","accepted","MF","others","ML","ML"
38490873,"https://stackoverflow.com/questions/38490873","no-accepted-answer","MD","MD","DOC","DOC"
38924362,"https://stackoverflow.com/questions/38924362","no-accepted-answer","MF","others","ML","ML"
40595691,"https://stackoverflow.com/questions/40595691","no-accepted-answer","DP","DP","DOC","DOC"
30767812,"https://stackoverflow.com/questions/30767812","accepted","MF","others","ML","ML"
44765464,"https://stackoverflow.com/questions/44765464","no-accepted-answer","DP","DP","DOC","DOC"
44768854,"https://stackoverflow.com/questions/44768854","no-accepted-answer","ME","MF","ML","ML"
44813343,"https://stackoverflow.com/questions/44813343","no-accepted-answer","MD","DP","DOC","DOC"
44866794,"https://stackoverflow.com/questions/44866794","no-accepted-answer","MT","MT","DOC","DOC"
44951819,"https://stackoverflow.com/questions/44951819","accepted","MD","DP","DOC","DOC"
44957288,"https://stackoverflow.com/questions/44957288","no-accepted-answer","DP","DP","DOC","DOC"
45062395,"https://stackoverflow.com/questions/45062395","no-accepted-answer","MD","MD","DOC","DOC"
45064382,"https://stackoverflow.com/questions/45064382","no-accepted-answer","DP","DP","DOC","DOC"
45148220,"https://stackoverflow.com/questions/45148220","accepted","MT","MT","ML","DOC"
45308704,"https://stackoverflow.com/questions/45308704","no-accepted-answer","MT","MT","DOC","DOC"
45423839,"https://stackoverflow.com/questions/45423839","accepted","DP","DP","DOC","DOC"
48480570,"https://stackoverflow.com/questions/48480570","no-accepted-answer","MT","MT","DOC","DOC"
48481134,"https://stackoverflow.com/questions/48481134","no-accepted-answer","ME","MT","DOC","ML DOC"
48482440,"https://stackoverflow.com/questions/48482440","no-accepted-answer","MT","MF","ML","ML DOC"
48489339,"https://stackoverflow.com/questions/48489339","no-accepted-answer","DP","DP","DOC","ML DOC"
48876238,"https://stackoverflow.com/questions/48876238","no-accepted-answer","MD","DP","DOC","DOC"
49196650,"https://stackoverflow.com/questions/49196650","no-accepted-answer","DP","MF","DOC","ML DOC"
