"Q.Id","Q.CreationDate","A.AcceptedAnswerId","A.OwnerUserId","A.LastEditorUserId","A.Score","A.CommentCount","A.CreationDate"
32975210,"2015-10-06 16:39:54","None","635245","635245",4,8,"2015-10-06 17:54:36"
32976077,"2015-10-06 17:32:39","None","3348727","3348727",5,0,"2015-10-06 18:35:31"
32976190,"2015-10-06 17:39:42","None","3034614","3034614",1,2,"2015-10-06 18:49:12"
32978526,"2015-10-06 19:53:35","None","1552837","None",0,0,"2015-10-06 20:16:13"
32980461,"2015-10-06 21:56:37","None","3697157","None",2,1,"2015-10-06 22:22:51"
32970552,"2015-10-06 00:54:30","None","1430829","None",1,0,"2015-10-07 00:43:24"
32981742,"2015-10-07 00:08:45","None","2272172","2272172",2,0,"2015-10-07 05:13:52"
32979683,"2015-10-06 21:02:05","None","1714410","None",3,3,"2015-10-07 05:21:21"
32429150,"2015-09-06 23:08:26","None","5063586","None",0,2,"2015-10-07 05:45:10"
32986123,"2015-10-07 07:23:35","None","3577054","None",39,1,"2015-10-07 08:28:43"
32976296,"2015-10-06 17:46:13","None","5342029","None",0,0,"2015-10-07 09:30:10"
32988221,"2015-10-07 09:10:31","None","1030820","None",0,1,"2015-10-07 10:01:01"
32991406,"2015-10-07 11:47:58","None","3241687","None",2,0,"2015-10-07 12:44:08"
32951014,"2015-10-05 14:26:36","None","4332642","None",0,1,"2015-10-07 14:26:57"
32999099,"2015-10-07 17:48:59","None","2220275","-1",1,0,"2015-10-07 18:49:34"
32996704,"2015-10-07 15:44:23","None","2484687","None",1,0,"2015-10-07 21:17:05"
33002228,"2015-10-07 20:53:00","None","3250829","None",1,2,"2015-10-08 00:51:54"
32958847,"2015-10-05 22:20:47","None","2487607","None",0,0,"2015-10-08 02:44:15"
33005378,"2015-10-08 02:00:53","None","1832539","-1",1,2,"2015-10-08 02:58:23"
32993148,"2015-10-07 13:11:29","None","1535478","-1",2,1,"2015-10-08 04:35:40"
330056,"2008-12-01 04:36:25","None","23934","None",12,1,"2008-12-01 05:23:11"
33010355,"2015-10-08 08:21:37","None","4883881","None",0,4,"2015-10-08 08:42:31"
33008644,"2015-10-08 06:54:33","None","4016674","None",17,0,"2015-10-08 08:50:08"
33000456,"2015-10-07 19:07:17","None","4815083","None",5,0,"2015-10-08 09:05:15"
33011147,"2015-10-08 08:59:14","None","1412059","None",2,3,"2015-10-08 09:31:31"
33013204,"2015-10-08 10:30:23","None","1619121","None",1,0,"2015-10-08 10:56:32"
32966970,"2015-10-06 09:54:44","None","2832033","2832033",5,0,"2015-10-08 10:57:18"
33009982,"2015-10-08 08:02:26","None","4113680","4113680",1,4,"2015-10-08 11:44:46"
33017601,"2015-10-08 13:43:08","None","1266737","1266737",1,1,"2015-10-08 13:59:41"
33017053,"2015-10-08 13:19:03","None","209246","None",1,1,"2015-10-08 14:18:31"
32774349,"2015-09-25 03:31:10","None","2626562","None",2,0,"2015-10-08 15:01:56"
33018333,"2015-10-08 14:14:02","None","5423995","None",7,3,"2015-10-08 15:47:06"
33021806,"2015-10-08 16:58:22","None","1030820","1030820",1,3,"2015-10-08 18:38:08"
33007157,"2015-10-08 05:15:02","None","1078601","None",1,1,"2015-10-08 19:57:44"
33025666,"2015-10-08 20:47:12","None","496488","None",4,1,"2015-10-08 21:05:48"
33023085,"2015-10-08 18:13:27","None","4759209","None",2,1,"2015-10-08 22:22:53"
33025113,"2015-10-08 20:12:50","None","176075","None",2,0,"2015-10-09 03:20:26"
33028237,"2015-10-09 00:52:16","None","1060350","None",1,1,"2015-10-09 06:15:29"
33005489,"2015-10-08 02:13:59","None","1509106","1509106",1,2,"2015-10-09 07:49:09"
33032678,"2015-10-09 07:43:45","None","3046402","None",4,6,"2015-10-09 08:00:26"
33039884,"2015-10-09 13:43:50","None","2658050","None",2,2,"2015-10-09 13:50:45"
30766068,"2015-06-10 19:55:18","None","456164","171278",5,1,"2015-10-09 15:09:03"
33043222,"2015-10-09 16:34:20","None","644506","None",1,0,"2015-10-09 17:10:03"
33038310,"2015-10-09 00:27:13","None","1172002","None",3,0,"2015-10-09 17:15:47"
33046224,"2015-10-09 20:00:15","None","1060350","None",0,1,"2015-10-09 20:29:25"
33000885,"2015-10-07 19:32:04","None","2832033","None",1,2,"2015-10-10 15:10:33"
33027169,"2015-10-08 22:45:52","None","3666197","472495",0,5,"2015-10-11 09:31:00"
22471072,"2014-03-18 05:28:14","None","564580","None",16,2,"2015-10-11 12:04:33"
31903267,"2015-08-09 10:32:25","None","3820837","None",2,1,"2015-10-11 17:55:45"
33071375,"2015-10-11 23:52:14","None","141172","141172",0,8,"2015-10-12 00:00:04"
33032563,"2015-10-09 07:36:31","None","5742","5742",1,0,"2015-10-12 04:28:40"
33056492,"2015-10-10 16:52:26","None","127480","127480",1,0,"2015-10-12 08:36:28"
32692010,"2015-09-21 09:43:43","None","956880","956880",7,0,"2015-10-12 12:10:08"
33080881,"2015-10-12 00:14:55","None","4406532","None",1,2,"2015-10-12 12:53:14"
33079354,"2015-10-12 10:55:29","None","5342700","None",0,0,"2015-10-12 14:06:06"
33081702,"2015-10-12 00:55:44","None","3093387","3093387",14,2,"2015-10-12 14:46:09"
33082860,"2015-10-12 13:48:08","None","5108362","None",0,1,"2015-10-12 15:40:26"
33085806,"2015-10-12 16:22:32","None","4500741","None",6,0,"2015-10-12 18:47:01"
33088268,"2015-10-12 18:55:13","None","5274205","5274205",5,5,"2015-10-12 19:02:35"
33091830,"2015-10-12 23:31:58","None","839957","None",2,1,"2015-10-12 23:38:59"
33091917,"2015-10-12 23:44:35","None","3250829","3250829",1,6,"2015-10-13 00:29:44"
33088171,"2015-10-12 18:48:45","None","1319871","None",1,0,"2015-10-13 02:41:30"
33091376,"2015-10-12 22:42:46","None","1030820","1030820",68,7,"2015-10-13 04:24:40"
33094056,"2015-10-13 04:20:35","None","795990","795990",24,5,"2015-10-13 04:30:36"
33098987,"2015-10-13 09:27:57","None","1714410","None",4,4,"2015-10-13 09:46:54"
33088893,"2015-10-12 19:37:12","None","1078601","1078601",5,5,"2015-10-13 11:04:50"
33101145,"2015-10-13 11:11:21","None","1714410","1714410",4,5,"2015-10-13 11:21:26"
33101410,"2015-10-13 11:24:29","None","127480","None",2,1,"2015-10-13 11:32:03"
33103111,"2015-10-13 00:46:46","None","127480","None",2,1,"2015-10-13 13:05:16"
33070598,"2015-10-11 22:03:37","None","5349916","None",1,0,"2015-10-13 15:32:40"
33100187,"2015-10-13 10:22:13","None","3399876","None",4,3,"2015-10-13 16:14:40"
33109011,"2015-10-13 17:31:27","None","4785185","None",0,1,"2015-10-13 20:22:30"
33044221,"2015-10-09 17:41:29","None","4785185","None",0,0,"2015-10-13 20:38:32"
33113947,"2015-10-13 22:53:33","None","839957","839957",2,8,"2015-10-13 23:11:38"
33116010,"2015-10-14 03:14:33","None","399741","None",0,0,"2015-10-14 04:12:34"
33110973,"2015-10-13 19:24:44","None","3914041","None",17,1,"2015-10-14 07:50:35"
33119972,"2015-10-14 08:09:55","None","104349","None",2,0,"2015-10-14 08:32:20"
33120367,"2015-10-14 08:32:20","None","None","None",3,1,"2015-10-14 09:14:46"
33122092,"2015-10-14 09:50:58","None","1060350","None",0,0,"2015-10-14 13:47:59"
33119231,"2015-10-14 07:30:43","None","1939754","None",2,0,"2015-10-14 13:54:13"
33120466,"2015-10-14 08:37:28","None","5288735","None",3,2,"2015-10-14 14:29:41"
33130284,"2015-10-14 16:05:51","None","720655","13302",2,1,"2015-10-14 16:24:55"
33132251,"2015-10-14 17:50:12","None","2484687","1677912",4,2,"2015-10-14 19:42:30"
33134205,"2015-10-14 19:42:13","None","2236401","2236401",0,4,"2015-10-14 20:02:58"
3311485,"2010-07-22 17:13:44","None","199248","199248",4,1,"2010-07-22 21:24:27"
33113450,"2015-10-13 22:06:28","None","335493","None",0,0,"2015-10-15 02:27:22"
33138963,"2015-10-15 02:46:20","None","3250829","3250829",2,2,"2015-10-15 03:19:56"
33138218,"2015-10-15 01:15:11","None","333599","None",4,0,"2015-10-15 06:30:14"
33112941,"2015-10-13 21:27:25","None","1714410","None",8,9,"2015-10-15 07:38:56"
33081408,"2015-10-12 00:40:16","None","1714410","-1",2,0,"2015-10-15 09:37:43"
33151755,"2015-10-15 14:51:49","None","127480","None",2,0,"2015-10-15 15:29:33"
33142957,"2015-10-15 07:57:19","None","1030820","None",2,0,"2015-10-15 18:20:30"
3313068,"2010-07-22 20:21:02","None","8457","None",4,0,"2010-07-23 05:44:57"
33157319,"2015-10-15 19:52:19","None","795990","None",1,1,"2015-10-15 20:04:07"
33112194,"2015-10-13 20:39:16","None","4178623","None",0,0,"2015-10-15 21:02:59"
33116264,"2015-10-14 03:43:33","None","3914041","None",0,0,"2015-10-15 21:32:13"
33162000,"2015-10-16 03:17:28","None","4500741","None",1,0,"2015-10-16 04:10:19"
33162871,"2015-10-16 05:01:29","None","3498864","3498864",9,1,"2015-10-16 05:07:33"
33161898,"2015-10-16 03:05:40","None","1030820","None",2,3,"2015-10-16 05:16:50"
33161769,"2015-10-16 02:50:23","None","2901002","2901002",3,0,"2015-10-16 05:57:14"
33164639,"2015-10-16 07:18:51","None","None","None",3,5,"2015-10-16 07:31:55"
33140000,"2015-10-15 04:38:41","None","290163","641914",23,5,"2015-10-16 09:05:52"
33144073,"2015-10-15 08:57:32","None","1805638","None",1,0,"2015-10-16 14:33:40"
33173056,"2015-10-16 14:33:46","None","2319407","2319407",1,0,"2015-10-16 14:54:25"
33176777,"2015-10-16 17:59:28","None","3695993","None",1,2,"2015-10-16 18:12:19"
33177274,"2015-10-16 18:28:38","None","487339","487339",4,4,"2015-10-16 18:52:00"
33177548,"2015-10-16 18:46:09","None","3258545","3258545",2,0,"2015-10-16 19:04:52"
33177636,"2015-10-16 18:50:53","None","5191451","None",0,2,"2015-10-16 21:22:07"
33178790,"2015-10-16 20:10:55","None","4469367","4469367",7,2,"2015-10-17 09:11:27"
33188119,"2015-10-17 15:10:42","None","4157564","-1",1,1,"2015-10-17 15:17:40"
33186097,"2015-10-17 11:29:33","None","677824","None",0,0,"2015-10-17 20:45:03"
33190318,"2015-10-17 18:46:38","None","3250829","None",1,0,"2015-10-17 21:06:11"
33192618,"2015-10-17 23:16:43","None","516548","None",3,7,"2015-10-18 00:02:35"
33185839,"2015-10-17 11:02:55","None","4975126","None",1,0,"2015-10-18 00:32:07"
33194183,"2015-10-18 04:03:52","None","265519","None",3,2,"2015-10-18 04:18:22"
33187474,"2015-10-17 14:00:00","None","901925","901925",0,0,"2015-10-18 04:21:27"
33195507,"2015-10-18 07:43:29","None","2981926","2981926",3,2,"2015-10-18 08:33:49"
33194508,"2015-10-18 05:05:15","None","2433501","2433501",1,9,"2015-10-18 08:56:10"
3296647,"2010-07-21 05:57:58","None","11464","None",2,3,"2010-07-23 15:36:21"
32964665,"2015-10-06 08:00:37","None","3329627","-1",2,3,"2015-10-18 13:58:10"
33178417,"2015-10-16 19:42:28","None","5455155","3001626",3,0,"2015-10-18 14:22:51"
33196013,"2015-10-18 08:49:35","None","2950746","None",1,0,"2015-10-18 15:52:54"
33200033,"2015-10-18 16:00:26","None","4985176","-1",1,1,"2015-10-18 18:42:43"
33192223,"2015-10-17 22:23:24","None","1257102","None",2,3,"2015-10-18 19:05:22"
33201609,"2015-10-18 18:22:50","None","516548","516548",2,0,"2015-10-18 20:11:49"
33203311,"2015-10-18 21:12:58","None","5143048","5143048",3,8,"2015-10-18 21:27:52"
33086752,"2015-10-12 17:16:15","None","3655591","None",6,0,"2015-10-18 21:36:16"
32910813,"2015-10-02 15:37:15","None","5045989","None",2,0,"2015-10-19 00:47:57"
33209865,"2015-10-19 08:28:40","None","5338754","None",1,3,"2015-10-19 08:33:49"
33204604,"2015-10-18 23:54:50","None","5461988","5463542",2,4,"2015-10-19 08:35:18"
33208834,"2015-10-19 07:27:49","None","3633250","2411320",3,12,"2015-10-19 08:48:51"
33173094,"2015-10-16 14:35:32","None","1875861","1875861",2,0,"2015-10-19 10:08:54"
33211947,"2015-10-19 10:19:40","None","4498329","None",0,0,"2015-10-19 10:30:19"
33215077,"2015-10-19 00:59:01","None","4130044","None",1,3,"2015-10-19 13:13:13"
33208282,"2015-10-19 06:51:52","None","2832033","None",1,4,"2015-10-19 13:51:17"
33214957,"2015-10-19 00:53:41","None","2835261","None",2,1,"2015-10-19 13:58:24"
33185951,"2015-10-17 11:12:29","None","1916588","None",0,0,"2015-10-19 14:39:36"
33208897,"2015-10-19 07:31:27","None","1030820","1030820",4,0,"2015-10-19 15:43:07"
33219001,"2015-10-19 16:02:29","None","4130044","-1",3,1,"2015-10-19 16:24:59"
33205228,"2015-10-19 01:24:34","None","4372806","None",1,1,"2015-10-19 22:38:08"
33227156,"2015-10-20 02:50:52","None","5391501","None",0,0,"2015-10-20 03:21:42"
33227747,"2015-10-20 03:59:35","None","127480","None",1,3,"2015-10-20 04:54:59"
33231183,"2015-10-20 08:03:04","None","3250829","None",1,2,"2015-10-20 08:27:25"
33130120,"2015-10-14 15:57:25","None","1743457","None",0,2,"2015-10-20 10:28:17"
33231451,"2015-10-20 08:17:01","None","1030820","1030820",1,0,"2015-10-20 11:39:18"
33238339,"2015-10-20 13:42:58","None","1569536","None",2,1,"2015-10-20 14:35:57"
33005728,"2015-10-08 02:45:28","None","2379385","None",0,4,"2015-10-20 15:52:21"
33241638,"2015-10-20 16:13:10","None","1172002","None",2,0,"2015-10-20 16:29:20"
33228876,"2015-10-20 05:43:42","None","1030820","-1",0,4,"2015-10-20 16:30:42"
33246049,"2015-10-20 20:16:37","None","1172002","1172002",1,16,"2015-10-21 00:12:06"
33248827,"2015-10-21 00:03:05","None","1187671","1187671",2,1,"2015-10-21 01:53:08"
33238663,"2015-10-20 13:55:21","None","5288735","-1",1,0,"2015-10-21 08:57:35"
32565594,"2015-09-14 13:04:37","None","3967622","3967622",3,1,"2015-10-21 11:10:59"
33250449,"2015-10-21 03:31:26","None","5472015","None",0,0,"2015-10-21 14:28:37"
33260505,"2015-10-21 13:22:39","None","3914041","3914041",7,0,"2015-10-21 16:34:55"
33267809,"2015-10-21 15:42:42","None","4993513","None",0,0,"2015-10-21 15:48:43"
33268857,"2015-10-21 20:42:30","None","2937831","None",1,1,"2015-10-21 22:41:00"
33270080,"2015-10-21 22:05:02","None","474043","474043",7,6,"2015-10-21 23:10:30"
33273712,"2015-10-22 05:01:39","None","1560062","-1",19,0,"2015-10-22 05:30:44"
33195839,"2015-10-18 08:29:17","None","2617731","None",0,0,"2015-10-22 09:02:54"
33275461,"2015-10-22 07:26:31","None","1030820","None",3,2,"2015-10-22 09:11:58"
33276884,"2015-10-22 08:47:44","None","2713852","None",0,0,"2015-10-22 09:24:43"
33277377,"2015-10-22 09:12:34","None","635843","635843",1,3,"2015-10-22 12:07:09"
33281184,"2015-10-22 00:34:57","None","4130044","None",6,1,"2015-10-22 12:50:19"
29128074,"2015-03-18 16:54:48","None","5011864","3023422",1,0,"2015-10-22 14:38:10"
33284895,"2015-10-22 15:33:11","None","165753","165753",1,0,"2015-10-22 16:24:17"
33281735,"2015-10-22 13:03:30","None","2090371","None",0,0,"2015-10-22 17:47:44"
33249904,"2015-10-21 02:23:21","None","5230094","None",0,3,"2015-10-22 20:29:02"
33292969,"2015-10-23 00:25:08","None","3093387","None",7,0,"2015-10-23 00:34:35"
33290324,"2015-10-22 20:39:22","None","1112142","None",1,3,"2015-10-23 01:04:47"
33294574,"2015-10-23 03:49:04","None","333599","None",9,4,"2015-10-23 07:40:12"
33187354,"2015-10-17 13:45:53","None","2392844","None",3,0,"2015-10-23 08:26:44"
32950174,"2015-10-05 13:44:42","None","4437954","None",1,1,"2015-10-23 10:01:09"
3330254,"2010-07-25 17:35:45","None","170792","None",1,1,"2010-07-25 18:38:53"
33307165,"2015-10-23 16:23:21","None","4252320","4252320",2,9,"2015-10-23 16:40:31"
33305907,"2015-10-23 15:17:20","None","4126221","None",3,0,"2015-10-23 16:47:51"
33283735,"2015-10-22 14:39:29","None","4785185","None",1,1,"2015-10-23 17:03:33"
33246756,"2015-10-20 21:04:40","None","968064","None",0,1,"2015-10-23 20:52:23"
33317821,"2015-10-24 11:47:34","None","3293881","3293881",3,16,"2015-10-24 12:10:11"
33317287,"2015-10-24 10:44:46","None","4064778","-1",5,0,"2015-10-24 12:22:10"
33317601,"2015-10-24 11:23:26","None","1988825","None",5,4,"2015-10-24 13:02:49"
33266644,"2015-10-21 18:29:46","None","2937831","None",2,0,"2015-10-24 13:48:34"
33247834,"2015-10-20 22:22:45","None","2937831","2937831",1,0,"2015-10-24 14:13:33"
33246316,"2015-10-20 20:33:23","None","2937831","None",3,0,"2015-10-24 14:29:38"
3326310,"2010-07-24 18:25:40","None","183251","None",1,3,"2010-07-26 02:44:21"
33312712,"2015-10-23 23:08:32","None","190277","190277",2,4,"2015-10-24 15:32:25"
33304443,"2015-10-23 14:10:33","None","844267","None",1,1,"2015-10-24 20:18:56"
33297306,"2015-10-23 07:49:27","None","3828673","None",1,2,"2015-10-24 20:21:17"
33016370,"2015-10-08 00:50:52","None","5208059","None",0,0,"2015-10-25 06:41:59"
33327144,"2015-10-25 07:08:17","None","127480","127480",1,1,"2015-10-25 08:35:37"
33327392,"2015-10-25 07:46:00","None","1412059","None",1,1,"2015-10-25 08:57:44"
33122759,"2015-10-14 10:19:56","None","1116068","None",1,0,"2015-10-25 14:10:48"
33283204,"2015-10-22 14:14:52","None","1115237","None",1,0,"2015-10-25 14:19:01"
33326533,"2015-10-25 05:29:20","None","2456722","None",0,2,"2015-10-25 15:21:30"
33301618,"2015-10-23 11:50:17","None","202553","None",0,1,"2015-10-26 09:14:25"
33346525,"2015-10-26 13:05:10","None","4543410","None",1,1,"2015-10-26 13:17:57"
33346275,"2015-10-26 00:54:29","None","1257102","None",2,3,"2015-10-26 13:44:25"
33321887,"2015-10-24 18:37:07","None","13313","13313",1,0,"2015-10-26 14:19:31"
33300575,"2015-10-23 10:51:31","None","492372","None",1,0,"2015-10-26 14:50:36"
33174696,"2015-10-16 15:54:25","None","2679154","None",1,0,"2015-10-26 15:06:20"
33330779,"2015-10-25 14:25:35","None","1714410","-1",14,17,"2015-10-26 15:26:45"
33349792,"2015-10-26 15:39:40","None","5008845","None",2,2,"2015-10-26 15:47:19"
33140297,"2015-10-15 05:09:36","None","5211833","-1",12,0,"2015-10-26 15:50:53"
32825178,"2015-09-28 14:10:58","None","3782161","None",2,6,"2015-10-26 17:03:20"
33304859,"2015-10-23 14:29:28","None","4975126","4975126",1,9,"2015-10-27 03:20:51"
3335742,"2010-07-26 14:24:07","None","391338","None",4,1,"2010-07-26 14:52:37"
33241842,"2015-10-20 16:23:10","None","2563170","None",6,6,"2015-10-27 05:14:50"
33349097,"2015-10-26 15:07:25","None","4043312","-1",13,0,"2015-10-27 07:14:01"
32846262,"2015-09-29 14:13:09","None","3782161","3782161",8,5,"2015-10-27 08:46:05"
33368384,"2015-10-27 00:47:22","None","5202253","None",1,0,"2015-10-27 13:12:25"
33376078,"2015-10-27 18:42:58","None","2937831","2937831",5,5,"2015-10-27 20:54:52"
33378905,"2015-10-27 21:34:46","None","2937831","None",4,0,"2015-10-27 22:29:12"
33375605,"2015-10-27 18:16:18","None","3681882","-1",2,4,"2015-10-27 22:34:11"
33379171,"2015-10-27 21:54:14","None","839957","None",3,1,"2015-10-27 23:34:15"
33301462,"2015-10-23 11:41:52","None","3310232","None",1,0,"2015-10-28 00:32:30"
33235974,"2015-10-20 11:53:47","None","2617731","None",1,1,"2015-10-28 00:54:28"
33321721,"2015-10-24 18:20:45","None","2379385","None",1,0,"2015-10-28 02:36:26"
33382802,"2015-10-28 04:14:04","None","2009627","None",0,1,"2015-10-28 05:05:36"
3326145,"2010-07-24 17:39:17","None","97160","97160",3,3,"2010-07-26 19:49:54"
3315558,"2010-07-23 05:23:30","None","402675","None",3,0,"2010-07-26 19:50:07"
33380117,"2015-10-27 23:11:19","None","1714410","-1",3,2,"2015-10-28 06:39:16"
33384406,"2015-10-28 06:35:26","None","1714410","None",3,2,"2015-10-28 06:49:12"
33248791,"2015-10-20 23:59:14","None","395857","None",7,0,"2015-10-28 16:37:38"
33398883,"2015-10-28 18:29:56","None","2057919","None",2,0,"2015-10-28 18:35:23"
33398252,"2015-10-28 17:56:01","None","2411802","None",1,0,"2015-10-28 19:28:40"
33401437,"2015-10-28 20:54:52","None","3415409","3415409",6,7,"2015-10-28 21:12:35"
33393493,"2015-10-28 14:17:12","None","3261301","None",3,1,"2015-10-28 23:34:49"
33404372,"2015-10-29 01:17:43","None","1330328","1330328",0,4,"2015-10-29 01:42:19"
33403871,"2015-10-29 00:17:39","None","190277","None",1,1,"2015-10-29 02:28:36"
33407076,"2015-10-29 06:10:10","None","2658050","None",2,0,"2015-10-29 10:36:47"
33404943,"2015-10-29 02:27:13","None","15416","None",1,0,"2015-10-29 11:07:55"
33400742,"2015-10-28 20:13:08","None","3854583","None",4,2,"2015-10-29 13:36:48"
33419217,"2015-10-29 16:05:09","None","3250829","3250829",1,0,"2015-10-29 16:18:09"
33425824,"2015-10-29 22:35:06","None","1172002","None",8,0,"2015-10-30 00:00:24"
33427849,"2015-10-30 02:44:47","None","5224926","5224926",6,2,"2015-10-30 03:23:08"
33429391,"2015-10-29 23:12:24","None","3732271","None",0,1,"2015-10-30 05:50:32"
33429012,"2015-10-30 05:05:28","None","3820678","None",0,2,"2015-10-30 14:38:19"
33381000,"2015-10-28 00:42:31","None","2937831","2937831",3,7,"2015-10-30 16:07:16"
33426736,"2015-10-29 23:58:05","None","4785185","None",2,12,"2015-10-30 17:38:27"
33445033,"2015-10-30 21:14:25","None","1586200","1586200",0,2,"2015-10-30 23:09:17"
33434114,"2015-10-30 10:45:46","None","1296044","1296044",1,0,"2015-10-31 00:42:49"
33443020,"2015-10-30 18:52:57","None","4975126","None",4,0,"2015-10-31 01:52:41"
33262598,"2015-10-21 14:53:08","None","3310232","None",2,0,"2015-10-31 02:34:36"
33010248,"2015-10-08 08:15:23","None","3310232","3310232",1,0,"2015-10-31 02:43:16"
33450549,"2015-10-31 10:30:08","None","1327739","None",1,4,"2015-10-31 13:03:23"
33453966,"2015-10-31 16:40:21","None","2378910","None",1,1,"2015-10-31 17:22:53"
33453618,"2015-10-31 16:04:29","None","4185364","None",1,2,"2015-10-31 17:27:04"
33454403,"2015-10-31 17:23:30","None","3282759","3282759",14,0,"2015-10-31 18:07:14"
33454052,"2015-10-31 16:47:42","None","5499829","None",1,1,"2015-10-31 20:05:02"
3345079,"2010-07-27 15:13:49","None","98654","None",96,1,"2010-07-27 16:30:25"
33461890,"2015-11-01 11:57:49","None","2658050","None",0,3,"2015-11-01 16:01:37"
33463492,"2015-11-01 14:53:00","None","4985176","4985176",0,8,"2015-11-01 16:29:52"
33452708,"2015-10-31 14:30:41","None","4611308","None",0,1,"2015-11-01 19:25:41"
33465633,"2015-11-01 18:26:49","None","2658050","None",2,2,"2015-11-01 19:26:14"
33467063,"2015-11-01 20:50:15","None","3521818","None",1,0,"2015-11-01 21:57:06"
33471009,"2015-11-02 04:54:33","None","3222797","3222797",2,3,"2015-11-02 05:58:38"
33469633,"2015-11-02 02:01:40","None","1030820","1030820",5,0,"2015-11-02 06:06:52"
33464363,"2015-11-01 16:23:16","None","1939754","None",1,6,"2015-11-02 08:31:05"
33474424,"2015-11-02 09:28:45","None","127480","None",10,1,"2015-11-02 09:40:02"
33471070,"2015-11-02 05:01:59","None","2658050","None",1,0,"2015-11-02 11:56:42"
33468964,"2015-11-02 00:35:22","None","1461210","1461210",1,1,"2015-11-02 13:35:49"
33477736,"2015-11-02 00:35:57","None","2658050","2658050",1,7,"2015-11-02 13:41:46"
33476897,"2015-11-02 11:47:58","None","333700","None",2,1,"2015-11-02 14:20:46"
33480093,"2015-11-02 14:37:29","None","3578190","None",1,4,"2015-11-02 14:48:37"
33410028,"2015-10-29 09:13:28","None","5501919","None",0,0,"2015-11-02 15:39:31"
33416799,"2015-10-29 14:21:16","None","3015734","-1",4,0,"2015-11-02 15:58:31"
33482371,"2015-11-02 16:30:19","None","288875","None",0,0,"2015-11-02 17:40:42"
33489351,"2015-11-03 00:13:31","None","2750492","2750492",2,7,"2015-11-03 01:09:18"
33488504,"2015-11-02 22:53:05","None","1766382","None",1,0,"2015-11-03 02:19:12"
33492346,"2015-11-03 06:00:01","None","874188","874188",1,5,"2015-11-03 06:11:02"
33469688,"2015-11-02 02:08:54","None","4107501","None",1,3,"2015-11-03 06:20:06"
33049035,"2015-10-10 00:38:37","None","1270638","None",0,0,"2015-11-03 07:22:39"
33486596,"2015-11-02 20:47:24","None","1030820","None",0,0,"2015-11-03 14:00:47"
33487321,"2015-11-02 21:29:25","None","316799","316799",8,7,"2015-11-03 15:27:14"
3337272,"2010-07-26 17:21:05","None","404033","None",2,1,"2010-07-28 06:07:46"
33502666,"2015-11-03 15:16:44","None","3250829","3250829",3,2,"2015-11-03 16:02:48"
33509171,"2015-11-03 21:13:44","None","1187671","None",3,1,"2015-11-03 21:53:47"
33481036,"2015-11-02 15:23:01","None","1078601","None",1,1,"2015-11-03 22:02:27"
33509074,"2015-11-03 21:06:53","None","2658050","None",2,2,"2015-11-03 22:13:26"
33501039,"2015-11-03 14:01:00","None","1667256","1667256",5,1,"2015-11-03 22:51:52"
33512137,"2015-11-04 01:21:55","None","4594619","4594619",2,3,"2015-11-04 04:51:49"
33518480,"2015-11-04 09:45:46","None","4436434","None",0,0,"2015-11-04 10:19:21"
33509740,"2015-11-03 21:49:24","None","860196","None",3,1,"2015-11-04 11:02:38"
33495127,"2015-11-03 09:08:17","None","316799","316799",4,4,"2015-11-04 11:16:20"
32517948,"2015-09-11 07:30:37","None","744239","None",0,2,"2015-11-04 14:31:15"
33495287,"2015-11-03 09:17:00","None","4685471","4685471",2,2,"2015-11-04 16:35:42"
33527497,"2015-11-04 16:51:47","None","5202253","5202253",4,0,"2015-11-04 17:08:08"
33504907,"2015-11-03 16:58:08","None","2494183","-1",1,0,"2015-11-04 17:37:20"
33531535,"2015-11-04 20:37:38","None","108915","108915",1,3,"2015-11-04 22:24:43"
33535103,"2015-11-05 01:20:38","None","1030820","1030820",4,1,"2015-11-05 05:25:39"
33523931,"2015-11-04 14:07:03","None","1999209","1999209",0,0,"2015-11-05 10:40:23"
3247952,"2010-07-14 15:47:12","None","247542","None",3,0,"2010-07-28 15:18:29"
33546513,"2015-11-05 14:00:10","None","2658050","2658050",5,0,"2015-11-05 14:23:00"
33504418,"2015-11-03 16:35:25","None","5529784","None",0,0,"2015-11-05 14:55:58"
33543446,"2015-11-05 11:30:10","None","5529784","None",1,0,"2015-11-05 15:06:44"
33545227,"2015-11-05 00:59:53","None","1560062","None",1,5,"2015-11-05 15:38:28"
33549589,"2015-11-05 16:15:43","None","588071","None",5,4,"2015-11-05 16:54:07"
33502455,"2015-11-03 15:07:21","None","1939754","None",3,0,"2015-11-05 17:07:08"
33537876,"2015-11-05 06:18:33","None","2374028","None",1,0,"2015-11-05 17:51:23"
33552182,"2015-11-05 18:32:01","None","3760780","None",1,0,"2015-11-05 18:52:07"
33545325,"2015-11-05 13:04:19","None","4850610","4850610",1,2,"2015-11-05 20:31:34"
33556112,"2015-11-05 22:37:27","None","4785185","None",1,3,"2015-11-05 22:50:14"
33555506,"2015-11-05 21:53:22","None","296997","-1",1,0,"2015-11-06 00:48:51"
33529310,"2015-11-04 18:26:31","None","1662574","None",1,0,"2015-11-06 01:35:36"
33558092,"2015-11-06 01:45:09","None","4338121","4338121",1,4,"2015-11-06 01:59:28"
3354896,"2010-07-28 16:07:55","None","382751","None",2,1,"2010-07-28 18:19:25"
33558987,"2015-11-06 03:31:44","None","3509999","None",2,0,"2015-11-06 08:08:06"
